id	name	category	taxon
NCBITaxon:884684	Mageeibacillus indolicus	biolink:OrganismTaxon	NA
NCBITaxon:39029	Megasphaera cerevisiae	biolink:OrganismTaxon	NA
NCBITaxon:487	Neisseria meningitidis	biolink:OrganismTaxon	NA
NCBITaxon:191027	Paramaledivibacter caminithermalis	biolink:OrganismTaxon	NA
NCBITaxon:1321783	Peptostreptococcaceae bacterium oral taxon 113	biolink:OrganismTaxon	NA
NCBITaxon:1642646	Petrimonas mucosa	biolink:OrganismTaxon	NA
NCBITaxon:77768	Segatella albensis	biolink:OrganismTaxon	NA
NCBITaxon:305719	Segatella baroniae	biolink:OrganismTaxon	NA
NCBITaxon:340486	Prevotella conceptionensis	biolink:OrganismTaxon	NA
NCBITaxon:439703	Segatella maculosa	biolink:OrganismTaxon	NA
NCBITaxon:28134	Hoylesella oralis	biolink:OrganismTaxon	NA
NCBITaxon:1262938	Prevotella sp. CAG:924	biolink:OrganismTaxon	NA
NCBITaxon:1798185	Pseudobutyrivibrio sp. UC1225	biolink:OrganismTaxon	NA
NCBITaxon:1855400	Ruminococcaceae bacterium KH2T8	biolink:OrganismTaxon	NA
NCBITaxon:1262967	Ruminococcus sp. CAG:9	biolink:OrganismTaxon	NA
NCBITaxon:216938	Spiroplasma helicoides	biolink:OrganismTaxon	NA
NCBITaxon:83769	Succinimonas amylolytica	biolink:OrganismTaxon	NA
NCBITaxon:224999	Tepidanaerobacter syntrophicus	biolink:OrganismTaxon	NA
NCBITaxon:1123352	Tepidimicrobium xylanilyticum	biolink:OrganismTaxon	NA
NCBITaxon:158	Treponema denticola	biolink:OrganismTaxon	NA
NCBITaxon:1407671	uncultured Mediterranean phage uvMED	biolink:OrganismTaxon	NA
NCBITaxon:29364	[Clostridium] polysaccharolyticum	biolink:OrganismTaxon	NA
NCBITaxon:1263036	Alistipes putredinis CAG:67	biolink:OrganismTaxon	NA
NCBITaxon:1965631	Alistipes sp. An31A	biolink:OrganismTaxon	NA
NCBITaxon:1673717	Anaeromassilibacillus senegalensis	biolink:OrganismTaxon	NA
NCBITaxon:1478221	Anaeromicrobium sediminis	biolink:OrganismTaxon	NA
NCBITaxon:220685	Neobacillus bataviensis	biolink:OrganismTaxon	NA
NCBITaxon:1768112	bacterium P201	biolink:OrganismTaxon	NA
NCBITaxon:1768113	bacterium P3	biolink:OrganismTaxon	NA
NCBITaxon:376806	Bacteroides gallinarum	biolink:OrganismTaxon	NA
NCBITaxon:93974	Bacteroides sp. AR20	biolink:OrganismTaxon	NA
NCBITaxon:1262739	Bacteroides sp. CAG:443	biolink:OrganismTaxon	NA
NCBITaxon:1262751	Bacteroides sp. CAG:770	biolink:OrganismTaxon	NA
NCBITaxon:585543	Bacteroides sp. D20	biolink:OrganismTaxon	NA
NCBITaxon:1739298	Bacteroides sp. HMSC067B03	biolink:OrganismTaxon	NA
NCBITaxon:665467	Bauldia litoralis	biolink:OrganismTaxon	NA
NCBITaxon:1805476	Blautia sp. Marseille-P2398	biolink:OrganismTaxon	NA
NCBITaxon:1262761	Butyrivibrio sp. CAG:318	biolink:OrganismTaxon	NA
NCBITaxon:1574263	Candidatus Stoquefichus sp. KLE1796	biolink:OrganismTaxon	NA
UMLS:C2292232	Candidatus Symbiothrix dinenymphae	biolink:OrganismTaxon	NA
NCBITaxon:83555	Chlamydia abortus	biolink:OrganismTaxon	NA
NCBITaxon:1262779	Clostridium sp. CAG:217	biolink:OrganismTaxon	NA
NCBITaxon:1262813	Clostridium sp. CAG:492	biolink:OrganismTaxon	NA
NCBITaxon:1805471	Clostridium sp. Marseille-P2415	biolink:OrganismTaxon	NA
NCBITaxon:1590652	Cohnella kolymensis	biolink:OrganismTaxon	NA
NCBITaxon:1035308	Dehalobacter sp. FTH1	biolink:OrganismTaxon	NA
NCBITaxon:181663	Desulfosudis oleivorans	biolink:OrganismTaxon	NA
NCBITaxon:1969835	Desulfosporosinus sp. FKB	biolink:OrganismTaxon	NA
NCBITaxon:936456	Desulfurispirillum indicum	biolink:OrganismTaxon	NA
NCBITaxon:1263072	Dialister invisus CAG:218	biolink:OrganismTaxon	NA
NCBITaxon:1263026	Firmicutes bacterium CAG:475	biolink:OrganismTaxon	NA
NCBITaxon:1114873	Flavobacterium tructae	biolink:OrganismTaxon	NA
NCBITaxon:472113	Geofilum rubicundum	biolink:OrganismTaxon	NA
NCBITaxon:1424294	Geosporobacter ferrireducens	biolink:OrganismTaxon	NA
NCBITaxon:242600	Ichthyobacterium seriolicida	biolink:OrganismTaxon	NA
NCBITaxon:1980117	Ignatzschineria sp. F8392	biolink:OrganismTaxon	NA
NCBITaxon:762486	Lutibacter oricola	biolink:OrganismTaxon	NA
NCBITaxon:1852373	Murdochiella vaginalis	biolink:OrganismTaxon	NA
NCBITaxon:1413210	Orenia metallireducens	biolink:OrganismTaxon	NA
NCBITaxon:160799	Paenibacillus borealis	biolink:OrganismTaxon	NA
NCBITaxon:79264	Paenibacillus ehimensis	biolink:OrganismTaxon	NA
NCBITaxon:1306852	Paenibacillus etheri	biolink:OrganismTaxon	NA
NCBITaxon:1401	Paenibacillus lautus	biolink:OrganismTaxon	NA
NCBITaxon:563193	Parabacteroides sp. D13	biolink:OrganismTaxon	NA
NCBITaxon:242750	Hallella bergensis	biolink:OrganismTaxon	NA
NCBITaxon:1177574	Prevotella jejuni	biolink:OrganismTaxon	NA
NCBITaxon:28136	Segatella oulorum	biolink:OrganismTaxon	NA
NCBITaxon:633701	Hoylesella saccharolytica	biolink:OrganismTaxon	NA
NCBITaxon:1111130	Prevotella sp. BV3P1	biolink:OrganismTaxon	NA
NCBITaxon:1262919	Prevotella sp. CAG:1092	biolink:OrganismTaxon	NA
NCBITaxon:1262932	Prevotella sp. CAG:604	biolink:OrganismTaxon	NA
NCBITaxon:1262934	Prevotella sp. CAG:732	biolink:OrganismTaxon	NA
NCBITaxon:1855325	Prevotella sp. KH2C16	biolink:OrganismTaxon	NA
NCBITaxon:1761884	Prevotella sp. khp1	biolink:OrganismTaxon	NA
NCBITaxon:28137	Prevotella veroralis	biolink:OrganismTaxon	NA
NCBITaxon:1547444	Pseudoalteromonas sp. PLSV	biolink:OrganismTaxon	NA
NCBITaxon:241145	Salegentibacter holothuriorum	biolink:OrganismTaxon	NA
UMLS:C0318087	Selenomonas ruminantium	biolink:OrganismTaxon	NA
NCBITaxon:1408313	Selenomonas sp. FC4001	biolink:OrganismTaxon	NA
NCBITaxon:1358418	Sinorhizobium sp. GL28	biolink:OrganismTaxon	NA
NCBITaxon:1131707	Sphaerochaeta pleomorpha	biolink:OrganismTaxon	NA
NCBITaxon:78120	Succinispira mobilis	biolink:OrganismTaxon	NA
NCBITaxon:1908540	Treponema sp. CETP13	biolink:OrganismTaxon	NA
NCBITaxon:1701358	uncultured bacterium 25H09	biolink:OrganismTaxon	NA
NCBITaxon:1637999	Verrucomicrobia bacterium IMCC26134	biolink:OrganismTaxon	NA
NCBITaxon:376730	Zhouia amylolytica	biolink:OrganismTaxon	NA
NCBITaxon:29354	Lacrimispora celerecrescens	biolink:OrganismTaxon	NA
NCBITaxon:52229	Hallella seregens	biolink:OrganismTaxon	NA
NCBITaxon:2148	Acholeplasma laidlawii	biolink:OrganismTaxon	NA
NCBITaxon:930	Acidithiobacillus thiooxidans	biolink:OrganismTaxon	NA
NCBITaxon:346222	Acinetobacter sp. DSM 11652	biolink:OrganismTaxon	NA
NCBITaxon:1754192	Anaeromyces robustus	biolink:OrganismTaxon	NA
NCBITaxon:28446	Anaerotignum propionicum	biolink:OrganismTaxon	NA
NCBITaxon:82374	Anaerovibrio lipolyticus	biolink:OrganismTaxon	NA
NCBITaxon:1391	Aneurinibacillus aneurinilyticus	biolink:OrganismTaxon	NA
NCBITaxon:47500	Aneurinibacillus migulanus	biolink:OrganismTaxon	NA
NCBITaxon:1150157	Bacillus bingmayongensis	biolink:OrganismTaxon	NA
NCBITaxon:1287657	Robertmurraya massiliosenegalensis	biolink:OrganismTaxon	NA
NCBITaxon:1522308	Bacillus niameyensis	biolink:OrganismTaxon	NA
NCBITaxon:46224	Heyndrickxia sporothermodurans	biolink:OrganismTaxon	NA
NCBITaxon:1497953	Bacteroidales bacterium KA00251	biolink:OrganismTaxon	NA
NCBITaxon:1852362	Bacteroides ihuae	biolink:OrganismTaxon	NA
NCBITaxon:1965640	Bacteroides sp. An51A	biolink:OrganismTaxon	NA
NCBITaxon:1898104	Bacteroidota bacterium	biolink:OrganismTaxon	NA
NCBITaxon:1520806	Butyrivibrio sp. INlla18	biolink:OrganismTaxon	NA
NCBITaxon:1408306	Butyrivibrio sp. MC2021	biolink:OrganismTaxon	NA
NCBITaxon:1125876	Halpernia frigidisoli	biolink:OrganismTaxon	NA
NCBITaxon:307480	Chryseobacterium vrystaatense	biolink:OrganismTaxon	NA
NCBITaxon:1121298	Clostridium amylolyticum	biolink:OrganismTaxon	NA
NCBITaxon:1325933	Clostridium polynesiense	biolink:OrganismTaxon	NA
NCBITaxon:1262776	Clostridium sp. CAG:149	biolink:OrganismTaxon	NA
NCBITaxon:641107	Clostridium sp. DL-VIII	biolink:OrganismTaxon	NA
NCBITaxon:1327935	Cronobacter phage S13	biolink:OrganismTaxon	NA
NCBITaxon:1650662	Desnuesiella massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:1232437	Desulfobacula sp. TS	biolink:OrganismTaxon	NA
NCBITaxon:476652	Desulfosporosinus acididurans	biolink:OrganismTaxon	NA
NCBITaxon:1969834	Desulfosporosinus sp. FKA	biolink:OrganismTaxon	NA
NCBITaxon:766136	Desulfuribacillus alkaliarsenatis	biolink:OrganismTaxon	NA
NCBITaxon:1429043	Dethiosulfatarculus sandiegensis	biolink:OrganismTaxon	NA
NCBITaxon:1262871	Dialister sp. CAG:588	biolink:OrganismTaxon	NA
UMLS:C0086300	Chryseobacterium (Flavobacterium) meningosepticum	biolink:OrganismTaxon	NA
NCBITaxon:1392487	Eubacterium sp. AB3007	biolink:OrganismTaxon	NA
NCBITaxon:1262894	Eubacterium sp. CAG:841	biolink:OrganismTaxon	NA
NCBITaxon:1519438	Eubacterium sp. ER2	biolink:OrganismTaxon	NA
NCBITaxon:1965648	Faecalibacterium sp. An58	biolink:OrganismTaxon	NA
NCBITaxon:1964358	Fibrobacter sp. UWB2	biolink:OrganismTaxon	NA
NCBITaxon:936563	Fusobacterium sp. CM22	biolink:OrganismTaxon	NA
NCBITaxon:1986031	Human gut gokushovirus	biolink:OrganismTaxon	NA
NCBITaxon:89968	Hymenobacter gelipurpurascens	biolink:OrganismTaxon	NA
NCBITaxon:1686287	Kallipyga gabonensis	biolink:OrganismTaxon	NA
NCBITaxon:92945	Ketogulonicigenium vulgare	biolink:OrganismTaxon	NA
NCBITaxon:1977640	Klosneuvirus KNV1	biolink:OrganismTaxon	NA
NCBITaxon:397286	Lachnospiraceae bacterium 14-2	biolink:OrganismTaxon	NA
NCBITaxon:1410624	Lachnospiraceae bacterium FE2018	biolink:OrganismTaxon	NA
NCBITaxon:1200749	Lachnospiraceae bacterium G41	biolink:OrganismTaxon	NA
NCBITaxon:1392836	Lachnospiraceae bacterium TWA4	biolink:OrganismTaxon	NA
NCBITaxon:1232681	Lunatimonas lonarensis	biolink:OrganismTaxon	NA
NCBITaxon:1841865	Mediterranea massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:2027407	Megasphaera sp. ASD88	biolink:OrganismTaxon	NA
NCBITaxon:2209	Methanosarcina mazei	biolink:OrganismTaxon	NA
NCBITaxon:1965623	Muribaculum sp. An287	biolink:OrganismTaxon	NA
NCBITaxon:55604	Mycoplasmopsis primatum	biolink:OrganismTaxon	NA
NCBITaxon:379900	Niabella aurantiaca	biolink:OrganismTaxon	NA
NCBITaxon:1134406	Ornatilinea apprima	biolink:OrganismTaxon	NA
NCBITaxon:253245	Owenweeksia hongkongensis	biolink:OrganismTaxon	NA
NCBITaxon:1761878	Paenibacillus sp. cl6col	biolink:OrganismTaxon	NA
NCBITaxon:572036	Daejeonella lutea	biolink:OrganismTaxon	NA
NCBITaxon:1978337	Petrimonas sp. IBARAKI	biolink:OrganismTaxon	NA
NCBITaxon:1944646	Phoenicibacter congonensis	biolink:OrganismTaxon	NA
NCBITaxon:52227	Prevotella dentalis	biolink:OrganismTaxon	NA
NCBITaxon:28129	Prevotella denticola	biolink:OrganismTaxon	NA
NCBITaxon:1917878	Prevotella ihumii	biolink:OrganismTaxon	NA
NCBITaxon:310514	Hallella multisaccharivorax	biolink:OrganismTaxon	NA
NCBITaxon:185293	Xylanibacter oryzae	biolink:OrganismTaxon	NA
NCBITaxon:185294	Segatella paludivivens	biolink:OrganismTaxon	NA
NCBITaxon:1262925	Prevotella sp. CAG:386	biolink:OrganismTaxon	NA
NCBITaxon:1262929	Prevotella sp. CAG:520	biolink:OrganismTaxon	NA
NCBITaxon:181070	Proteocatella sphenisci	biolink:OrganismTaxon	NA
NCBITaxon:2028570	Rhodococcus sp. ACS1	biolink:OrganismTaxon	NA
NCBITaxon:1264	Ruminococcus albus	biolink:OrganismTaxon	NA
NCBITaxon:877411	Ruminococcus sp. NK3A76	biolink:OrganismTaxon	NA
NCBITaxon:55507	Schwartzia succinivorans	biolink:OrganismTaxon	NA
NCBITaxon:2020377	Sinomonas sp. R1AF57	biolink:OrganismTaxon	NA
NCBITaxon:210408	Thiorhodococcus drewsii	biolink:OrganismTaxon	NA
NCBITaxon:458253	uncultured Coprococcus sp.	biolink:OrganismTaxon	NA
NCBITaxon:351674	Xenorhabdus miraniensis	biolink:OrganismTaxon	NA
NCBITaxon:29370	Lacrimispora sphenoides	biolink:OrganismTaxon	NA
NCBITaxon:1263034	Akkermansia muciniphila CAG:154	biolink:OrganismTaxon	NA
NCBITaxon:1262691	Akkermansia sp. CAG:344	biolink:OrganismTaxon	NA
NCBITaxon:286730	Alkaliflexus imshenetskii	biolink:OrganismTaxon	NA
NCBITaxon:426129	Alkaliphilus peptidifermentans	biolink:OrganismTaxon	NA
NCBITaxon:108328	Anaerobranca gottschalkii	biolink:OrganismTaxon	NA
NCBITaxon:33029	Anaerococcus hydrogenalis	biolink:OrganismTaxon	NA
NCBITaxon:1889813	Anaerolineaceae bacterium oral taxon 439	biolink:OrganismTaxon	NA
NCBITaxon:33934	Anoxybacillus flavithermus	biolink:OrganismTaxon	NA
NCBITaxon:280473	Aquiflexum balticum	biolink:OrganismTaxon	NA
NCBITaxon:1664069	Bacillus glycinifermentans	biolink:OrganismTaxon	NA
NCBITaxon:549687	Cytobacillus horneckiae	biolink:OrganismTaxon	NA
NCBITaxon:1404	Priestia megaterium	biolink:OrganismTaxon	NA
NCBITaxon:1768114	bacterium F083	biolink:OrganismTaxon	NA
NCBITaxon:1986658	bacterium TMED264	biolink:OrganismTaxon	NA
NCBITaxon:1633200	Bacteroidales bacterium Barb4	biolink:OrganismTaxon	NA
NCBITaxon:626931	Bacteroides oleiciplenus	biolink:OrganismTaxon	NA
NCBITaxon:1263051	Bacteroides pectinophilus CAG:437	biolink:OrganismTaxon	NA
NCBITaxon:1965632	Bacteroides sp. An322	biolink:OrganismTaxon	NA
NCBITaxon:1262737	Bacteroides sp. CAG:189	biolink:OrganismTaxon	NA
NCBITaxon:1262748	Bacteroides sp. CAG:709	biolink:OrganismTaxon	NA
NCBITaxon:118748	Bulleidia extructa	biolink:OrganismTaxon	NA
NCBITaxon:1280667	Butyrivibrio sp. VCB2001	biolink:OrganismTaxon	NA
NCBITaxon:1986638	Candidatus Endolissoclinum sp. TMED37	biolink:OrganismTaxon	NA
NCBITaxon:1073423	Carnobacterium iners	biolink:OrganismTaxon	NA
NCBITaxon:1563222	Citrobacter pasteurii	biolink:OrganismTaxon	NA
NCBITaxon:1673726	Clostridiales bacterium SIT11	biolink:OrganismTaxon	NA
NCBITaxon:408753	Clostridiisalibacter paucivorans	biolink:OrganismTaxon	NA
NCBITaxon:36844	Clostridium homopropionicum	biolink:OrganismTaxon	NA
NCBITaxon:1354301	Clostridium sp. BL8	biolink:OrganismTaxon	NA
NCBITaxon:1262781	Clostridium sp. CAG:226	biolink:OrganismTaxon	NA
NCBITaxon:1262804	Clostridium sp. CAG:417	biolink:OrganismTaxon	NA
NCBITaxon:1262808	Clostridium sp. CAG:448	biolink:OrganismTaxon	NA
NCBITaxon:1955714	Cohnella sp. CIP 111063	biolink:OrganismTaxon	NA
NCBITaxon:1852379	Colibacter massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:1262857	Coprobacillus sp. CAG:826	biolink:OrganismTaxon	NA
NCBITaxon:2290	Desulfobacter curvatus	biolink:OrganismTaxon	NA
NCBITaxon:51195	Desulfofustis glycolicus	biolink:OrganismTaxon	NA
NCBITaxon:1285191	Desulfolucanica intricata	biolink:OrganismTaxon	NA
NCBITaxon:1168034	Draconibacterium orientale	biolink:OrganismTaxon	NA
NCBITaxon:346377	Echinicola pacifica	biolink:OrganismTaxon	NA
NCBITaxon:1262874	Eggerthella sp. CAG:1427	biolink:OrganismTaxon	NA
NCBITaxon:160454	Enterococcus pallens	biolink:OrganismTaxon	NA
NCBITaxon:332949	Enterococcus silesiacus	biolink:OrganismTaxon	NA
NCBITaxon:1564096	Erwinia phage phiEa2809	biolink:OrganismTaxon	NA
NCBITaxon:1965550	Faecalibacterium sp. An121	biolink:OrganismTaxon	NA
NCBITaxon:1965655	Faecalibacterium sp. An77	biolink:OrganismTaxon	NA
NCBITaxon:1896225	Fibrobacter sp. UWT3	biolink:OrganismTaxon	NA
NCBITaxon:1263002	Firmicutes bacterium CAG:124	biolink:OrganismTaxon	NA
NCBITaxon:1263008	Firmicutes bacterium CAG:194	biolink:OrganismTaxon	NA
NCBITaxon:1263031	Firmicutes bacterium CAG:56	biolink:OrganismTaxon	NA
NCBITaxon:1262991	Firmicutes bacterium CAG:882	biolink:OrganismTaxon	NA
NCBITaxon:1775430	Flammeovirga sp. SJP92	biolink:OrganismTaxon	NA
NCBITaxon:1742859	Flavobacteriaceae bacterium CRH	biolink:OrganismTaxon	NA
NCBITaxon:294631	Flavobacterium phage 11b	biolink:OrganismTaxon	NA
NCBITaxon:1299341	Flavobacterium urocaniciphilum	biolink:OrganismTaxon	NA
NCBITaxon:1048380	Fusibacter sp. 3D3	biolink:OrganismTaxon	NA
NCBITaxon:936562	Fusobacterium sp. CM21	biolink:OrganismTaxon	NA
NCBITaxon:390806	Geosporobacter subterraneus	biolink:OrganismTaxon	NA
NCBITaxon:1477105	Labilibacter marinus	biolink:OrganismTaxon	NA
NCBITaxon:1458462	Lachnospiraceae bacterium AC2029	biolink:OrganismTaxon	NA
NCBITaxon:877421	Lachnospiraceae bacterium NK4A144	biolink:OrganismTaxon	NA
NCBITaxon:137357	Ligilactobacillus equi	biolink:OrganismTaxon	NA
NCBITaxon:1321780	Mitsuokella sp. oral taxon 131	biolink:OrganismTaxon	NA
NCBITaxon:61858	Natronorubrum bangense	biolink:OrganismTaxon	NA
NCBITaxon:1965615	Olsenella sp. An270	biolink:OrganismTaxon	NA
NCBITaxon:689781	Oribacterium sp. NK2B42	biolink:OrganismTaxon	NA
NCBITaxon:1410612	Oribacterium sp. P6A1	biolink:OrganismTaxon	NA
NCBITaxon:59842	Paenibacillus chondroitinus	biolink:OrganismTaxon	NA
NCBITaxon:1465756	Peptoniphilus grossensis	biolink:OrganismTaxon	NA
NCBITaxon:28115	Porphyromonas macacae	biolink:OrganismTaxon	NA
NCBITaxon:228604	Segatella salivae	biolink:OrganismTaxon	NA
NCBITaxon:1739459	Prevotella sp. HMSC073D09	biolink:OrganismTaxon	NA
NCBITaxon:415015	Proteiniborus ethanoligenes	biolink:OrganismTaxon	NA
NCBITaxon:35825	Pseudobacteroides cellulosolvens	biolink:OrganismTaxon	NA
NCBITaxon:1408312	Pseudobutyrivibrio sp. LB2011	biolink:OrganismTaxon	NA
NCBITaxon:126157	Psychrobacillus psychrodurans	biolink:OrganismTaxon	NA
NCBITaxon:1830	Rhodococcus ruber	biolink:OrganismTaxon	NA
NCBITaxon:103810	Riemerella columbina	biolink:OrganismTaxon	NA
NCBITaxon:592978	Mediterraneibacter faecis	biolink:OrganismTaxon	NA
UMLS:C4435524	Seunavirus SSE121	biolink:OrganismTaxon	NA
NCBITaxon:319238	Sediminicola luteus	biolink:OrganismTaxon	NA
NCBITaxon:1311	Streptococcus agalactiae	biolink:OrganismTaxon	NA
NCBITaxon:114652	Streptococcus orisratti	biolink:OrganismTaxon	NA
NCBITaxon:1262970	Subdoligranulum sp. CAG:314	biolink:OrganismTaxon	NA
NCBITaxon:1168035	Tangfeifania diversioriginum	biolink:OrganismTaxon	NA
NCBITaxon:108150	Thermoanaerobacter italicus	biolink:OrganismTaxon	NA
NCBITaxon:1516	Thermoanaerobacter thermohydrosulfuricus	biolink:OrganismTaxon	NA
NCBITaxon:1871003	Tidjanibacter massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:79681	Tissierella creatinophila	biolink:OrganismTaxon	NA
NCBITaxon:162	Treponema phagedenis	biolink:OrganismTaxon	NA
NCBITaxon:1124982	Treponema sp. JC4	biolink:OrganismTaxon	NA
NCBITaxon:157076	Trichococcus collinsii	biolink:OrganismTaxon	NA
NCBITaxon:43064	Trichococcus pasteurii	biolink:OrganismTaxon	NA
NCBITaxon:1131822	uncultured Akkermansia sp. SMG25	biolink:OrganismTaxon	NA
NCBITaxon:1701369	uncultured bacterium 3e18	biolink:OrganismTaxon	NA
NCBITaxon:1329522	uncultured bacterium BAC10G6	biolink:OrganismTaxon	NA
NCBITaxon:1478052	uncultured bacterium fosmid pJB148G3	biolink:OrganismTaxon	NA
NCBITaxon:286138	uncultured Dorea sp.	biolink:OrganismTaxon	NA
NCBITaxon:1964383	Varibaculum timonense	biolink:OrganismTaxon	NA
NCBITaxon:1262693	Alistipes sp. CAG:268	biolink:OrganismTaxon	NA
NCBITaxon:1262698	Alistipes sp. CAG:831	biolink:OrganismTaxon	NA
NCBITaxon:1944639	Anaeromassilibacillus sp. Marseille-P3371	biolink:OrganismTaxon	NA
NCBITaxon:1408103	Mesobacillus campisalis	biolink:OrganismTaxon	NA
NCBITaxon:1679170	Peribacillus loiseleuriae	biolink:OrganismTaxon	NA
NCBITaxon:1163670	Bacteroides sp. 14(A)	biolink:OrganismTaxon	NA
NCBITaxon:93975	Bacteroides sp. AR29	biolink:OrganismTaxon	NA
NCBITaxon:246618	Bifidobacterium thermacidophilum	biolink:OrganismTaxon	NA
NCBITaxon:1520812	Butyrivibrio sp. YAB3001	biolink:OrganismTaxon	NA
UMLS:C4008857	Candidatus Vecturithrix granuli	biolink:OrganismTaxon	NA
NCBITaxon:813	Chlamydia trachomatis	biolink:OrganismTaxon	NA
NCBITaxon:91623	Clostridium akagii	biolink:OrganismTaxon	NA
NCBITaxon:238834	Clostridium estertheticum	biolink:OrganismTaxon	NA
NCBITaxon:40575	Clostridium grantii	biolink:OrganismTaxon	NA
NCBITaxon:1470356	Clostridium ihumii	biolink:OrganismTaxon	NA
NCBITaxon:1262778	Clostridium sp. CAG:169	biolink:OrganismTaxon	NA
NCBITaxon:1262815	Clostridium sp. CAG:508	biolink:OrganismTaxon	NA
NCBITaxon:1262818	Clostridium sp. CAG:533	biolink:OrganismTaxon	NA
NCBITaxon:1262822	Clostridium sp. CAG:571	biolink:OrganismTaxon	NA
NCBITaxon:1262825	Clostridium sp. CAG:590	biolink:OrganismTaxon	NA
NCBITaxon:1262836	Clostridium sp. CAG:75	biolink:OrganismTaxon	NA
NCBITaxon:1262837	Clostridium sp. CAG:762	biolink:OrganismTaxon	NA
NCBITaxon:1506471	Dakarella massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:1339256	Dehalobacter sp. UNSWDHB	biolink:OrganismTaxon	NA
NCBITaxon:53343	Desulforamulus aeronauticus	biolink:OrganismTaxon	NA
NCBITaxon:332095	Dethiosulfatibacter aminovorans	biolink:OrganismTaxon	NA
NCBITaxon:1768196	Erysipelotrichaceae bacterium MTC7	biolink:OrganismTaxon	NA
NCBITaxon:877415	Erysipelotrichaceae bacterium NK3D112	biolink:OrganismTaxon	NA
NCBITaxon:253239	Ethanoligenens harbinense	biolink:OrganismTaxon	NA
NCBITaxon:290054	Eubacterium coprostanoligenes	biolink:OrganismTaxon	NA
NCBITaxon:1263076	Amedibacillus dolichus CAG:375	biolink:OrganismTaxon	NA
NCBITaxon:39495	Eubacterium uniforme	biolink:OrganismTaxon	NA
NCBITaxon:1964355	Fibrobacter sp. UWB1	biolink:OrganismTaxon	NA
NCBITaxon:1896211	Fibrobacter sp. UWH5	biolink:OrganismTaxon	NA
NCBITaxon:1263018	Firmicutes bacterium CAG:321	biolink:OrganismTaxon	NA
NCBITaxon:1263019	Firmicutes bacterium CAG:341	biolink:OrganismTaxon	NA
NCBITaxon:1263025	Firmicutes bacterium CAG:466	biolink:OrganismTaxon	NA
NCBITaxon:1150389	Flavobacteriaceae bacterium UJ101	biolink:OrganismTaxon	NA
NCBITaxon:1965019	Geofilum rhodophaeum	biolink:OrganismTaxon	NA
NCBITaxon:442899	Halolactibacillus alkaliphilus	biolink:OrganismTaxon	NA
NCBITaxon:29365	Hathewaya proteolytica	biolink:OrganismTaxon	NA
NCBITaxon:397287	Lachnospiraceae bacterium 28-4	biolink:OrganismTaxon	NA
NCBITaxon:1408321	Lachnospiraceae bacterium AC2028	biolink:OrganismTaxon	NA
NCBITaxon:1471761	Novibacillus thermophilus	biolink:OrganismTaxon	NA
NCBITaxon:1263547	Oscillibacter ruminantium	biolink:OrganismTaxon	NA
NCBITaxon:225917	Paenibacillus massiliensis	biolink:OrganismTaxon	NA
NCBITaxon:401638	Paenibacillus taiwanensis	biolink:OrganismTaxon	NA
NCBITaxon:683737	Paenibacillus uliginis	biolink:OrganismTaxon	NA
NCBITaxon:100176	Papillibacter cinnamivorans	biolink:OrganismTaxon	NA
NCBITaxon:1426	Parageobacillus thermoglucosidasius	biolink:OrganismTaxon	NA
NCBITaxon:1740090	Pedobacter sp. Hv1	biolink:OrganismTaxon	NA
NCBITaxon:1262914	Phascolarctobacterium sp. CAG:207	biolink:OrganismTaxon	NA
NCBITaxon:419005	Prevotella amnii	biolink:OrganismTaxon	NA
NCBITaxon:1158294	Prevotella sp. 10(H)	biolink:OrganismTaxon	NA
NCBITaxon:1280674	Prevotella sp. AGR2160	biolink:OrganismTaxon	NA
NCBITaxon:1262931	Prevotella sp. CAG:592	biolink:OrganismTaxon	NA
NCBITaxon:712461	Prevotella sp. oral taxon 306	biolink:OrganismTaxon	NA
NCBITaxon:1642647	Proteiniphilum saccharofermentans	biolink:OrganismTaxon	NA
NCBITaxon:1262945	Roseburia sp. CAG:309	biolink:OrganismTaxon	NA
NCBITaxon:1262955	Ruminococcus sp. CAG:353	biolink:OrganismTaxon	NA
NCBITaxon:1262957	Ruminococcus sp. CAG:382	biolink:OrganismTaxon	NA
NCBITaxon:1262962	Ruminococcus sp. CAG:57	biolink:OrganismTaxon	NA
NCBITaxon:1095771	Ruminococcus sp. JC304	biolink:OrganismTaxon	NA
NCBITaxon:657323	Ruminococcus sp. SR1/5	biolink:OrganismTaxon	NA
NCBITaxon:398037	Segetibacter koreensis	biolink:OrganismTaxon	NA
NCBITaxon:796942	Stomatobaculum longum	biolink:OrganismTaxon	NA
NCBITaxon:1262975	Sutterella sp. CAG:351	biolink:OrganismTaxon	NA
NCBITaxon:1635173	Tenacibaculum holothuriorum	biolink:OrganismTaxon	NA
NCBITaxon:161154	Thermanaeromonas toyohensis	biolink:OrganismTaxon	NA
NCBITaxon:150829	Leadbettera azotonutricia	biolink:OrganismTaxon	NA
NCBITaxon:115547	uncultured archaeon	biolink:OrganismTaxon	NA
NCBITaxon:1478067	uncultured bacterium fosmid pJB69A5	biolink:OrganismTaxon	NA
